t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,c_backoff_strategy,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
9,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2883684,0,119.924,0,0,0,0,0,6187317,65184.6,7987.75,31.4463,14.4169,19497.9,0.12254,119.924,3.34316,0,latest,0,15063715,0,0,0,0,0
10,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2879047,0,119.926,0,0,0,0,0,6117291,65968.3,8057.77,31.8186,14.6239,19732.7,0.122146,119.926,3.3431,0,latest,0,15020227,0,0,0,0,0
11,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2868888,0,119.926,0,0,0,0,0,5736634,70317.4,8393.77,33.658,15.6148,21039.3,0.11937,119.926,3.34218,0,latest,0,15047453,0,0,0,0,0
12,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867358,0,119.927,0,0,0,0,0,5744979,70214.1,8386.38,33.6293,15.61,21010.5,0.11944,119.927,3.34187,0,latest,0,15044406,0,0,0,0,0
13,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867222,0,119.922,0,0,0,0,0,5735020,70333.1,8396.07,33.6642,15.6229,21050.8,0.119376,119.922,3.34111,0,latest,0,15046251,0,0,0,0,0
14,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2869171,0,119.928,0,0,0,0,0,5740201,70299.6,8390.82,33.6379,15.6116,21026.9,0.119358,119.928,3.34332,0,latest,0,15042615,0,0,0,0,0
15,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2865450,0,119.926,0,0,0,0,0,5722736,70510.9,8409.45,33.6704,15.6327,21090.5,0.119264,119.926,3.34325,0,latest,0,15037929,0,0,0,0,0
16,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2872196,0,119.918,0,0,0,0,0,5747050,70196.9,8385.02,33.6184,15.5812,21005.3,0.11945,119.918,3.34187,0,latest,0,15055944,0,0,0,0,0
17,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2877509,0,119.927,0,0,0,0,0,5704594,70712,8419.55,33.6651,15.6023,21148.5,0.119068,119.927,3.34359,0,latest,0,15061848,0,0,0,0,0
18,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867242,0,119.93,0,0,0,0,0,5699300,70776.8,8437.53,33.7258,15.6284,21169,0.119213,119.93,3.34342,0,latest,0,15027620,0,0,0,0,0
19,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2891244,0,119.929,0,0,0,0,0,5750334,70204.9,8369.89,33.4505,15.5012,20991.2,0.119221,119.929,3.34449,0,latest,0,15140644,0,0,0,0,0
20,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2865027,0,119.926,0,0,0,0,0,5643818,71478.2,8502.42,33.9827,15.7409,21387.3,0.118951,119.926,3.34208,0,latest,0,15013855,0,0,0,0,0
21,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2866596,0,119.925,0,0,0,0,0,5524664,73020.4,8644.4,34.5043,15.989,21847.3,0.118383,119.925,3.3423,0,latest,0,14928151,0,0,0,0,0
22,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870512,0,119.926,0,0,0,0,0,5533253,72896.4,8633.13,34.4607,15.9869,21812.6,0.11843,119.926,3.34193,0,latest,0,14923350,0,0,0,0,0
23,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2873472,0,119.925,0,0,0,0,0,5543462,72792.6,8626.37,34.4746,15.9837,21774.3,0.118506,119.925,3.34305,0,latest,0,14941185,0,0,0,0,0
24,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2871128,0,119.928,0,0,0,0,0,5519179,73109.6,8654.89,34.5071,15.9773,21869,0.118382,119.928,3.34307,0,latest,0,14939858,0,0,0,0,0
25,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2865427,0,119.927,0,0,0,0,0,5522872,73062,8650.47,34.53,15.9726,21853.3,0.118399,119.927,3.34329,0,latest,0,14936894,0,0,0,0,0
26,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867798,0,119.928,0,0,0,0,0,5512373,73202.3,8664.38,34.5579,16.0236,21896,0.118362,119.928,3.34318,0,latest,0,14941721,0,0,0,0,0
27,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2874335,0,119.927,0,0,0,0,0,5558896,72588.5,8601.26,34.3542,15.9381,21711.4,0.118493,119.927,3.34333,0,latest,0,14966335,0,0,0,0,0
28,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2865046,0,119.928,0,0,0,0,0,5531101,72949,8639.58,34.4833,15.9845,21822,0.118433,119.928,3.34291,0,latest,0,14928278,0,0,0,0,0
29,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2890464,0,119.926,0,0,0,0,0,5566309,72487,8579.73,34.2267,15.8541,21683.8,0.118362,119.926,3.34291,0,latest,0,15034798,0,0,0,0,0
30,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2895534,0,119.928,0,0,0,0,0,5356501,75370.6,9031.93,34.6173,16.247,22539.3,0.119834,119.928,3.34397,0,latest,0,15166199,0,0,0,0,0
31,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870153,0,119.931,0,0,0,0,0,5054347,79860.2,9713.6,35.3866,16.8821,23879.2,0.121633,119.931,3.34434,0,latest,0,15172185,0,0,0,0,0
32,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2876595,0,119.928,0,0,0,0,0,5053609,79836.7,9711.53,35.3643,16.8813,23882.5,0.121642,119.928,3.34289,0,latest,0,15179392,0,0,0,0,0
33,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2877155,0,119.917,0,0,0,0,0,5053849,79823.2,9708.52,35.3936,16.8648,23880.6,0.121625,119.917,3.34259,0,latest,0,15161241,0,0,0,0,0
34,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2888345,0,119.921,0,0,0,0,0,5079684,79440.4,9666.48,35.2598,16.7989,23755.9,0.121682,119.921,3.34403,0,latest,0,15241725,0,0,0,0,0
35,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2874553,0,119.928,0,0,0,0,0,5040744,80026.9,9728.4,35.4006,16.9116,23941.3,0.121564,119.928,3.34264,0,latest,0,15156164,0,0,0,0,0
36,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870908,0,119.928,0,0,0,0,0,5044292,79971.9,9723.79,35.4161,16.905,23922.9,0.12159,119.928,3.3429,0,latest,0,15161410,0,0,0,0,0
37,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2889938,0,119.929,0,0,0,0,0,5094465,79241.3,9649.3,35.1739,16.8052,23693.7,0.121771,119.929,3.34441,0,latest,0,15246134,0,0,0,0,0
38,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2877642,0,119.927,0,0,0,0,0,5051992,79862.3,9712.94,35.3535,16.9193,23898,0.121621,119.927,3.3418,0,latest,0,15174845,0,0,0,0,0
39,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2875879,0,119.927,0,0,0,0,0,5049770,79915.2,9719.1,35.3947,16.9097,23902.7,0.121618,119.927,3.34335,0,latest,0,15172024,0,0,0,0,0
40,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2875594,0,119.927,0,0,0,0,0,4964359,81254.1,9772.14,35.5811,17.112,24309.8,0.120266,119.927,3.34244,0,latest,0,15158232,0,0,0,0,0
41,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2874535,0,119.927,0,0,0,0,0,4912167,82120.3,9795.12,35.7306,17.222,24564.9,0.119278,119.927,3.34299,0,latest,0,15136395,0,0,0,0,0
42,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2868002,0,119.926,0,0,0,0,0,4895057,82402.6,9816.72,35.7772,17.2672,24650.9,0.119131,119.926,3.34278,0,latest,0,15114838,0,0,0,0,0
43,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2875947,0,119.928,0,0,0,0,0,4903342,82278.2,9810.91,35.7603,17.2356,24614.1,0.119241,119.928,3.34272,0,latest,0,15139324,0,0,0,0,0
44,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2883044,0,119.927,0,0,0,0,0,4926760,81935.4,9769.65,35.6169,17.1318,24504,0.119236,119.927,3.34375,0,latest,0,15168991,0,0,0,0,0
45,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2891001,0,119.927,0,0,0,0,0,4922882,81948.8,9765.38,35.5777,17.1148,24509.4,0.119164,119.927,3.34356,0,latest,0,15209492,0,0,0,0,0
46,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2875494,0,119.928,0,0,0,0,0,4898746,82347.7,9819.62,35.7422,17.1914,24632.8,0.119246,119.928,3.34302,0,latest,0,15133289,0,0,0,0,0
47,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870524,0,119.929,0,0,0,0,0,4912847,82111.2,9792.26,35.7136,17.1729,24561.8,0.119256,119.929,3.34305,0,latest,0,15125818,0,0,0,0,0
48,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2893790,0,119.925,0,0,0,0,0,4930678,81859.3,9753.74,35.562,17.1028,24481.2,0.119152,119.925,3.34376,0,latest,0,15207074,0,0,0,0,0
49,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2892514,0,119.928,0,0,0,0,0,4937184,81716,9742.44,35.5324,17.1138,24443.9,0.119223,119.928,3.34301,0,latest,0,15218378,0,0,0,0,0
50,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2880629,0,119.924,0,0,0,0,0,4804317,83971.7,9707.81,36.1024,17.3231,25130.5,0.115608,119.924,3.34143,0,latest,0,15090426,0,0,0,0,0
51,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2881821,0,119.927,0,0,0,0,0,4757326,84817.9,9687.37,36.2582,17.3324,25371.9,0.114214,119.927,3.34299,0,latest,0,15073106,0,0,0,0,0
52,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2902965,0,119.925,0,0,0,0,0,4781896,84368.1,9621.02,35.9656,17.2357,25244.2,0.114036,119.925,3.34208,0,latest,0,15162414,0,0,0,0,0
53,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2875323,0,119.924,0,0,0,0,0,4754900,84842.3,9689.64,36.2613,17.3479,25383.7,0.114208,119.924,3.3424,0,latest,0,15075857,0,0,0,0,0
54,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2889005,0,119.927,0,0,0,0,0,4775973,84514.2,9654,36.1326,17.2964,25274.6,0.114229,119.927,3.34384,0,latest,0,15123305,0,0,0,0,0
55,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2897416,0,119.927,0,0,0,0,0,4786947,84318.2,9629.11,36.0269,17.202,25215.5,0.1142,119.927,3.34391,0,latest,0,15169606,0,0,0,0,0
56,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2878553,0,119.917,0,0,0,0,0,4761048,84726.1,9678.85,36.2714,17.2958,25348.6,0.114237,119.917,3.34244,0,latest,0,15062001,0,0,0,0,0
57,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2875206,0,119.923,0,0,0,0,0,4753262,84867.6,9689.27,36.2417,17.2931,25393.1,0.114169,119.923,3.34215,0,latest,0,15058591,0,0,0,0,0
58,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2868884,0,119.925,0,0,0,0,0,4757466,84791.4,9685.55,36.2335,17.3056,25369.4,0.114228,119.925,3.34228,0,latest,0,15066274,0,0,0,0,0
59,120,1,1,4,6,200,4,0.8,0,0,1,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2892041,0,119.929,0,0,0,0,0,4778969,84448.5,9638.58,36.0524,17.2532,25252.6,0.114136,119.929,3.34415,0,latest,0,15144259,0,0,0,0,0
0,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,18422065,0,1.82742,0,0,0,288552,0,382,827.696,422.236,25.4869,10.2853,3317.9,0.510133,1.82742,0.249464,0,latest,0,0,0,0,0,0,0
1,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859268,0,119.289,0,0,0,0,0,4016595,55482.3,9984.29,40.0795,15.321,30005.9,0.179955,119.289,1.84904,0,latest,0,17117478,0,0,0,0,0
2,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2877901,0,119.874,0,0,0,0,0,4175769,57215.4,9993.24,39.4774,15.1073,28951,0.17466,119.874,1.97628,0,latest,0,17834151,0,0,0,0,0
3,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2868128,0,119.926,0,0,0,0,0,6052486,61891.8,8845.97,36.7053,13.8197,19951.9,0.142926,119.926,3.10206,0,latest,0,20800352,0,0,0,0,0
4,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2858835,0,119.933,0,0,0,0,0,6415491,62934.4,8680.67,36.2055,13.6478,18818.4,0.137932,119.933,3.3443,0,latest,0,21309612,0,0,0,0,0
5,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2853105,0,119.928,0,0,0,0,0,6415276,62902,8677.14,36.2189,13.6363,18818.1,0.137947,119.928,3.34264,0,latest,0,21283797,0,0,0,0,0
6,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2857409,0,119.926,0,0,0,0,0,6399842,63055.6,8695.25,36.2862,13.6456,18861.7,0.137898,119.926,3.34304,0,latest,0,21293150,0,0,0,0,0
7,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2856243,0,119.922,0,0,0,0,0,6397598,63081,8696.38,36.3005,13.6563,18876.4,0.13786,119.922,3.34179,0,latest,0,21288914,0,0,0,0,0
8,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2855296,0,119.927,0,0,0,0,0,6422999,62852.5,8674.19,36.1941,13.6356,18802.1,0.138009,119.927,3.34286,0,latest,0,21319810,0,0,0,0,0
9,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859711,0,119.917,0,0,0,0,0,6409186,62984.7,8690.37,36.2752,13.6663,18841.7,0.137976,119.917,3.34284,0,latest,0,21325685,0,0,0,0,0
10,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867244,0,119.93,0,0,0,0,0,6377022,63280.5,8719.45,36.4472,13.7745,18926,0.13779,119.93,3.34357,0,latest,0,21496436,0,0,0,0,0
11,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2884126,0,119.929,0,0,0,0,0,5866403,68793,9335.31,39.2571,15.1332,20574,0.135701,119.929,3.34368,0,latest,0,22349587,0,0,0,0,0
12,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2865797,0,119.923,0,0,0,0,0,5826278,69263.1,9395.08,39.503,15.2283,20725.5,0.135643,119.923,3.34193,0,latest,0,22213780,0,0,0,0,0
13,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2866883,0,119.933,0,0,0,0,0,5839217,69132.6,9380.02,39.4404,15.199,20669.8,0.135682,119.933,3.34462,0,latest,0,22214687,0,0,0,0,0
14,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2866681,0,119.922,0,0,0,0,0,5834110,69163.2,9391.26,39.4847,15.2173,20686,0.135784,119.922,3.34347,0,latest,0,22222794,0,0,0,0,0
15,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2862368,0,119.929,0,0,0,0,0,5812693,69418.1,9450.02,39.5849,15.2746,20763.8,0.136132,119.929,3.34322,0,latest,0,22357235,0,0,0,0,0
16,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2861343,0,119.929,0,0,0,0,0,5814040,69400.1,9436.75,39.5434,15.2495,20759.8,0.135976,119.929,3.34301,0,latest,0,22310198,0,0,0,0,0
17,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2864482,0,119.929,0,0,0,0,0,5804936,69504.9,9454.02,39.613,15.2677,20791.4,0.136019,119.929,3.34296,0,latest,0,22330370,0,0,0,0,0
18,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2864915,0,119.928,0,0,0,0,0,5810837,69431.1,9442.56,39.5723,15.2785,20768,0.135999,119.928,3.34318,0,latest,0,22321903,0,0,0,0,0
19,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2867147,0,119.928,0,0,0,0,0,5840972,69068.8,9391.89,39.4777,15.2128,20663.3,0.135979,119.928,3.34259,0,latest,0,22269281,0,0,0,0,0
20,120,1,1,4,6,200,4,0.8,0,0,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,2862477,0,119.926,0,0,0,0,0,5783395,69761.5,9465.63,39.7767,15.2619,20873.9,0.135686,119.926,3.34204,0,latest,0,22200984,0,0,0,0,0
