t,c_worker_threads,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_zipf_factor,c_fs,c_cm_split,c_backoff_strategy,latest_read_ratio,latest_window_gib,latest_window_ms,latest_window_offset_gib,space_usage_gib,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,evicted_mib,rounds,unswizzled,cpus,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx,cycle,instr,L1-miss,br-miss,task,IPC,CPU,GHz,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,dt_researchy_0,dt_researchy_1,dt_researchy_2
46,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40364,100,0,0,0,0,0,0,0,0,97.7294,0,0,2889778,0,119.929,0,0,0,0,0,5104891,79069.5,9436.66,34.7464,16.9956,23649.4,0.119346,119.929,3.3434,0,latest,0,14910162,0,0,0,32,0
47,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40367,100,0,0,0,0,0,0,0,0,97.7294,0,0,2889490,0,119.923,0,0,0,2,0,5507024,73286.7,8872.45,33.5195,16.2015,21922.8,0.121065,119.923,3.34294,0,latest,0,14976792,0,0,2,28,0
48,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40369,100,0,0,0,0,0,0,0,0,97.7293,0,0,2891684,0,119.926,0,0,0,1,0,6576526,61367.9,7673.07,31.0623,14.4595,18358.9,0.125034,119.926,3.34268,0,latest,0,14954652,0,0,1,26,0
49,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40369,100,0,0,0,0,0,0,0,0,97.7293,0,0,2889112,0,119.926,0,0,0,0,0,6567659,61454.5,7680.89,31.0957,14.4555,18381.4,0.124985,119.926,3.3433,0,latest,0,14953279,0,0,0,25,0
50,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.4037,100,0,0,0,0,0,0,0,0,97.7293,0,0,2884857,0,119.929,0,0,0,1,0,5548778,72721.6,8581.55,33.3513,15.948,21752.7,0.118006,119.929,3.34311,0,latest,0,14910965,0,0,1,29,0
51,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40373,100,0,0,0,0,0,0,0,0,97.7293,0,0,2887454,0,119.93,0,0,0,2,0,6295518,64097.3,7674.41,31.5485,14.7017,19172.4,0.119731,119.93,3.34321,0,latest,0,15095369,0,0,2,26,0
52,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40375,100,0,0,0,0,0,0,0,0,97.7293,0,0,2888007,0,119.927,0,0,0,1,0,6310392,63935.1,7651.91,31.476,14.642,19126.4,0.119682,119.927,3.34278,0,latest,0,15083918,0,0,1,21,0
53,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40375,100,0,0,0,0,0,0,0,0,97.7293,0,0,2891801,0,119.927,0,0,0,0,0,6310181,63942.2,7627.98,31.4672,14.6414,19128.4,0.119295,119.927,3.34278,0,latest,0,15101195,0,0,0,16,0
54,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40375,100,0,0,0,0,0,0,0,0,97.7293,0,0,2904407,0,119.927,0,0,0,0,0,6336733,63679.9,7595.17,31.332,14.5793,19049.7,0.119271,119.927,3.34283,0,latest,0,15170120,0,0,0,18,0
55,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40378,100,0,0,0,0,0,0,0,0,97.7293,0,0,2885806,0,119.93,0,0,0,2,0,6304768,63998.3,7629.93,31.5959,14.6301,19143.8,0.119221,119.93,3.34303,0,latest,0,15030109,0,0,2,15,0
56,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40381,100,0,0,0,0,0,0,0,0,97.7293,0,0,2880940,0,119.929,0,0,0,2,0,6076125,66409.3,7814.75,32.8816,14.9557,19865,0.117676,119.929,3.34304,0,latest,0,14943844,0,0,2,19,0
57,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40382,100,0,0,0,0,0,0,0,0,97.7293,0,0,2886851,0,119.926,0,0,0,1,0,5782997,69784.4,8133.16,34.3092,15.6314,20877.1,0.116547,119.926,3.34263,0,latest,0,15062610,0,0,1,0,0
58,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40384,100,0,0,0,0,0,0,0,0,97.7293,0,0,2886805,0,119.929,0,0,0,1,0,5764112,70032.8,8149.06,34.3525,15.6723,20946.8,0.116361,119.929,3.34337,0,latest,0,15123250,0,0,1,0,0
59,120,1,1,4,6,200,4,0.8,0,1,1,0,1,10000,0.1,4.40385,100,0,0,0,0,0,0,0,0,97.7293,0,0,2887104,0,119.93,0,0,0,1,0,5731853,70419.5,8178.29,34.4295,15.6951,21063.4,0.116137,119.93,3.34322,0,latest,0,15104235,0,0,1,0,0
0,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40295,100,0,0,0,0,0,0,0,0,97.7297,0,0,18842359,0,1.34683,0,0,0,288552,0,29,7487.72,4044.52,272.172,36.069,13386.5,0.540153,1.34683,0.55935,0,latest,0,0,0,0,0,0,0
1,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40297,100,0,0,0,0,0,0,0,0,97.7297,0,0,2858014,0,119.37,0,0,0,1,0,3883635,57400.2,10324.3,43.1414,15.5706,31029.3,0.179866,119.37,1.84987,0,latest,0,17377398,0,0,1,14,0
2,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40297,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870276,0,119.905,0,0,0,0,0,4069070,58474.1,10279.1,41.0173,15.389,29697.9,0.175789,119.905,1.96897,0,latest,0,18122578,0,0,0,13,0
3,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40297,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859705,0,119.93,0,0,0,0,0,6065975,61494.5,8879.49,37.4207,13.9792,19901.8,0.144395,119.93,3.0899,0,latest,0,21299349,0,0,0,24,0
4,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40298,100,0,0,0,0,0,0,0,0,97.7297,0,0,2855042,0,119.924,0,0,0,1,0,6460656,62447.1,8666.85,36.8757,13.7849,18684.7,0.138787,119.924,3.34216,0,latest,0,21732999,0,0,1,23,0
5,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40298,100,0,0,0,0,0,0,0,0,97.7297,0,0,2851933,0,119.922,0,0,0,0,0,6428006,62765,8676.77,36.9663,13.8217,18779.7,0.138242,119.922,3.34217,0,latest,0,21631625,0,0,0,16,0
6,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.403,100,0,0,0,0,0,0,0,0,97.7297,0,0,2852282,0,119.923,0,0,0,1,0,6417801,62862.1,8681.21,36.9838,13.7989,18810.1,0.138099,119.923,3.34194,0,latest,0,21607532,0,0,1,19,0
7,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.403,100,0,0,0,0,0,0,0,0,97.7297,0,0,2851872,0,119.922,0,0,0,0,0,6387063,63157.4,8718.33,37.052,13.819,18899.7,0.138041,119.922,3.3417,0,latest,0,21637943,0,0,0,19,0
8,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.403,100,0,0,0,0,0,0,0,0,97.7297,0,0,2874554,0,119.921,0,0,0,0,0,6439438,62680.6,8661.43,36.7785,13.7461,18756.6,0.138184,119.921,3.34178,0,latest,0,21862239,0,0,0,17,0
9,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.403,100,0,0,0,0,0,0,0,0,97.7297,0,0,2857944,0,119.927,0,0,0,0,0,6395495,63124,8715.91,37.0353,13.8225,18876.3,0.138076,119.927,3.3441,0,latest,0,21671444,0,0,0,19,0
10,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,2859811,0,119.927,0,0,0,2,0,6255492,64513.5,8885.91,37.8067,14.0504,19297.9,0.137737,119.927,3.34304,0,latest,0,21814978,0,0,2,24,0
11,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40303,100,0,0,0,0,0,0,0,0,97.7297,0,0,2861119,0,119.924,0,0,0,0,0,6099713,66142.8,9076.12,39.183,14.7877,19790.7,0.13722,119.924,3.34212,0,latest,0,22293718,0,0,0,27,0
12,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40305,100,0,0,0,0,0,0,0,0,97.7297,0,0,2868594,0,119.928,0,0,0,1,0,6109268,66052.5,9025.24,39.0909,14.7504,19759.5,0.136637,119.928,3.34282,0,latest,0,22336034,0,0,1,17,0
13,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40306,100,0,0,0,0,0,0,0,0,97.7297,0,0,2856967,0,119.919,0,0,0,1,0,6081914,66350.1,9051.64,39.2449,14.8123,19858.6,0.136422,119.919,3.34113,0,latest,0,22296073,0,0,1,30,0
14,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40306,100,0,0,0,0,0,0,0,0,97.7297,0,0,2857825,0,119.928,0,0,0,0,0,6080313,66360.9,9053.9,39.1503,14.8342,19854.5,0.136434,119.928,3.34236,0,latest,0,22314188,0,0,0,17,0
15,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40306,100,0,0,0,0,0,0,0,0,97.7297,0,0,2856863,0,119.922,0,0,0,0,0,6090316,66236.8,9046.72,39.1214,14.827,19818.2,0.136581,119.922,3.34222,0,latest,0,22308920,0,0,0,21,0
16,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40308,100,0,0,0,0,0,0,0,0,97.7297,0,0,2855250,0,119.925,0,0,0,1,0,6044589,66742.5,9144.62,39.3389,14.9403,19975.4,0.137014,119.925,3.34124,0,latest,0,22407309,0,0,1,20,0
17,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40309,100,0,0,0,0,0,0,0,0,97.7297,0,0,2870136,0,119.921,0,0,0,1,0,5988533,67396.5,9204.2,39.4393,14.9491,20168.8,0.136568,119.921,3.34163,0,latest,0,22408460,0,0,1,17,0
18,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40311,100,0,0,0,0,0,0,0,0,97.7296,0,0,2892502,0,119.92,0,0,0,1,0,5741576,70307.4,9423.73,39.96,15.1029,21038.2,0.134036,119.92,3.34189,0,latest,0,22435500,0,0,1,20,0
19,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40312,100,0,0,0,0,0,0,0,0,97.7296,0,0,2875406,0,119.925,0,0,0,1,0,5654642,71374.1,9556.73,40.4889,15.27,21354.8,0.133896,119.925,3.3423,0,latest,0,22324693,0,0,1,22,0
20,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40317,100,0,0,0,0,0,0,0,0,97.7296,0,0,2886017,0,119.926,0,0,0,3,0,5920700,68182.2,9178.73,39.3721,14.94,20403.2,0.134621,119.926,3.34174,0,latest,0,22300244,0,0,3,18,0
21,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40321,100,0,0,0,0,0,0,0,0,97.7296,0,0,2862952,0,119.924,0,0,0,3,0,5681829,71023.3,9685.85,41.4621,15.536,21248,0.136376,119.924,3.3426,0,latest,0,22670443,0,0,3,12,0
22,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40324,100,0,0,0,0,0,0,0,0,97.7296,0,0,2859650,0,119.924,0,0,0,2,0,5892444,68468.4,9444.63,41.8775,15.2929,20487.3,0.137941,119.924,3.342,0,latest,0,22839938,0,0,2,21,0
23,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40326,100,0,0,0,0,0,0,0,0,97.7296,0,0,2864297,0,119.925,0,0,0,1,0,5908965,68307.4,9456.21,41.7469,15.3127,20430.9,0.138436,119.925,3.34335,0,latest,0,23012822,0,0,1,19,0
24,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40327,100,0,0,0,0,0,0,0,0,97.7296,0,0,2854121,0,119.925,0,0,0,1,0,5805574,69494.7,9615.97,42.2008,15.4895,20795.9,0.13837,119.925,3.34176,0,latest,0,23034273,0,0,1,18,0
25,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40329,100,0,0,0,0,0,0,0,0,97.7296,0,0,2856225,0,119.926,0,0,0,1,0,5739968,70311.1,9572.7,42.2313,15.4058,21033.6,0.136148,119.926,3.3428,0,latest,0,22645225,0,0,1,13,0
26,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40332,100,0,0,0,0,0,0,0,0,97.7295,0,0,2850125,0,119.927,0,0,0,2,0,5680538,71044.2,9596,42.3846,15.4371,21252.8,0.135071,119.927,3.34282,0,latest,0,22507436,0,0,2,14,0
27,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40332,100,0,0,0,0,0,0,0,0,97.7295,0,0,2852828,0,119.921,0,0,0,0,0,5825912,69272.6,9367.4,41.7739,15.1903,20732.2,0.135225,119.921,3.34131,0,latest,0,22309847,0,0,0,16,0
28,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40332,100,0,0,0,0,0,0,0,0,97.7295,0,0,2857469,0,119.927,0,0,0,0,0,5801117,69607,9414.82,41.9065,15.2354,20821.7,0.135257,119.927,3.34301,0,latest,0,22384099,0,0,0,19,0
29,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40334,100,0,0,0,0,0,0,0,0,97.7295,0,0,2856757,0,119.927,0,0,0,1,0,5653962,71407.8,9635.88,42.5741,15.475,21360.9,0.134942,119.927,3.34292,0,latest,0,22524574,0,0,1,18,0
30,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40335,100,0,0,0,0,0,0,0,0,97.7295,0,0,2852578,0,119.927,0,0,0,1,0,5438898,74241.7,10172.8,42.5134,15.8525,22206.5,0.137023,119.927,3.34324,0,latest,0,22456360,0,0,1,22,0
31,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40338,100,0,0,0,0,0,0,0,0,97.7295,0,0,2855934,0,119.919,0,0,0,2,0,5526053,73041.2,10160,40.5404,15.5703,21855.6,0.139099,119.919,3.34198,0,latest,0,21947914,0,0,2,24,0
32,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.4034,100,0,0,0,0,0,0,0,0,97.7295,0,0,2852664,0,119.928,0,0,0,1,0,6230413,64793.7,9053.8,37.6799,14.3045,19376.6,0.139733,119.928,3.34391,0,latest,0,21596989,0,0,1,16,0
33,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40341,100,0,0,0,0,0,0,0,0,97.7295,0,0,2849094,0,119.923,0,0,0,1,0,6217835,64878,9066.14,37.7167,14.3454,19412.6,0.139741,119.923,3.34206,0,latest,0,21621300,0,0,1,21,0
34,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40343,100,0,0,0,0,0,0,0,0,97.7295,0,0,2848295,0,119.923,0,0,0,1,0,6287198,64167.3,8983.6,37.4965,14.2702,19199.7,0.140003,119.923,3.3421,0,latest,0,21489581,0,0,1,26,0
35,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40343,100,0,0,0,0,0,0,0,0,97.7295,0,0,2852608,0,119.922,0,0,0,0,0,6298580,64053.9,8979.2,37.5414,14.2855,19165.3,0.140182,119.922,3.34219,0,latest,0,21521705,0,0,0,18,0
36,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40346,100,0,0,0,0,0,0,0,0,97.7295,0,0,2848428,0,119.924,0,0,0,2,0,6501680,62047.1,8710.28,36.5215,13.8903,18567.5,0.140382,119.924,3.3417,0,latest,0,21427267,0,0,2,14,0
37,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40349,100,0,0,0,0,0,0,0,0,97.7295,0,0,2844681,0,119.923,0,0,0,2,0,7507877,53746.2,8031.92,36.7927,13.0798,16083.1,0.149442,119.923,3.34178,0,latest,0,22873494,0,0,2,0,0
38,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40349,100,0,0,0,0,0,0,0,0,97.7295,0,0,2851895,0,119.923,0,0,0,0,0,7618835,52976.8,7947.93,36.5803,12.9518,15848,0.150027,119.923,3.34281,0,latest,0,23073929,0,0,0,0,0
39,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40349,100,0,0,0,0,0,0,0,0,97.7295,0,0,2848651,0,119.923,0,0,0,0,0,7593694,53151.3,7975.18,36.6824,13.0082,15899,0.150047,119.923,3.34305,0,latest,0,23067681,0,0,0,0,0
40,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,2844710,0,119.925,0,0,0,1,0,6081189,66341,9440.06,39.8148,14.7612,19850.3,0.142296,119.925,3.34207,0,latest,0,22556944,0,0,1,10,0
41,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,2851957,0,119.927,0,0,0,0,0,5052250,79851,10931.1,42.9694,16.5546,23893.1,0.136894,119.927,3.34201,0,latest,0,22215824,0,0,0,34,0
42,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,2850094,0,119.926,0,0,0,0,0,5056313,79790.4,10925.3,42.9633,16.5528,23876.1,0.136926,119.926,3.34186,0,latest,0,22212169,0,0,0,24,0
43,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,2846264,0,119.927,0,0,0,0,0,5031978,80164.1,10975.4,43.0791,16.6039,23989.3,0.136912,119.927,3.34166,0,latest,0,22239771,0,0,0,26,0
44,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.4035,100,0,0,0,0,0,0,0,0,97.7294,0,0,2850400,0,119.927,0,0,0,0,0,5045143,79965,10945.9,43.0273,16.5661,23926.6,0.136884,119.927,3.34209,0,latest,0,22208660,0,0,0,29,0
45,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40352,100,0,0,0,0,0,0,0,0,97.7294,0,0,2852025,0,119.926,0,0,0,1,0,6068876,66477.6,9250.29,38.3823,14.6707,19891.2,0.139149,119.926,3.34206,0,latest,0,21858413,0,0,1,20,0
46,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40355,100,0,0,0,0,0,0,0,0,97.7294,0,0,2855583,0,119.928,0,0,0,2,0,6441537,62643.9,8695,36.9924,14.0511,18742,0.1388,119.928,3.34243,0,latest,0,21570518,0,0,2,19,0
47,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40355,100,0,0,0,0,0,0,0,0,97.7294,0,0,2857609,0,119.925,0,0,0,0,0,6441539,62620.6,8623.87,36.9463,13.9944,18739.5,0.137716,119.925,3.34163,0,latest,0,21381560,0,0,0,24,0
48,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40355,100,0,0,0,0,0,0,0,0,97.7294,0,0,2856395,0,119.926,0,0,0,0,0,6420348,62848.3,8658.3,37.0277,14.0325,18802.6,0.137765,119.926,3.34254,0,latest,0,21446203,0,0,0,26,0
49,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40355,100,0,0,0,0,0,0,0,0,97.7294,0,0,2853209,0,119.927,0,0,0,0,0,6431060,62749.8,8641.34,36.9929,14.007,18771.3,0.137711,119.927,3.34286,0,latest,0,21410338,0,0,0,28,0
50,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40356,100,0,0,0,0,0,0,0,0,97.7294,0,0,2860753,0,119.925,0,0,0,1,0,5489616,73508.4,9748.86,40.8258,15.3809,21984.1,0.132622,119.925,3.3437,0,latest,0,22099315,0,0,1,28,0
51,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40356,100,0,0,0,0,0,0,0,0,97.7294,0,0,2863471,0,119.921,0,0,0,0,0,6074130,66428.9,8758.57,38.4599,14.2624,19868.7,0.131849,119.921,3.3434,0,latest,0,21781881,0,0,0,27,0
52,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40358,100,0,0,0,0,0,0,0,0,97.7294,0,0,2867471,0,119.922,0,0,0,1,0,6116985,65975.8,8711.58,38.2331,14.2183,19740.7,0.132042,119.922,3.34213,0,latest,0,21791130,0,0,1,16,0
53,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40359,100,0,0,0,0,0,0,0,0,97.7294,0,0,2867626,0,119.927,0,0,0,1,0,6174625,65379.3,8640.09,38.0287,14.1437,19547,0.132153,119.927,3.34472,0,latest,0,21711873,0,0,1,16,0
54,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40361,100,0,0,0,0,0,0,0,0,97.7294,0,0,2861375,0,119.924,0,0,0,1,0,6119449,65933.1,8729.91,38.2058,14.2252,19724.1,0.132406,119.924,3.34277,0,latest,0,21761469,0,0,1,18,0
55,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40361,100,0,0,0,0,0,0,0,0,97.7294,0,0,2882740,0,119.925,0,0,0,0,0,6157806,65531.9,8672.11,37.919,14.1207,19600.6,0.132334,119.925,3.34336,0,latest,0,21917084,0,0,0,21,0
56,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40363,100,0,0,0,0,0,0,0,0,97.7294,0,0,2866711,0,119.927,0,0,0,1,0,6062062,66566.7,8763,38.297,14.2886,19910.2,0.131643,119.927,3.34335,0,latest,0,21797818,0,0,1,22,0
57,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40363,100,0,0,0,0,0,0,0,0,97.7294,0,0,2864377,0,119.925,0,0,0,0,0,6071121,66467,8744.44,38.2399,14.2699,19878.5,0.131561,119.925,3.34367,0,latest,0,21773545,0,0,0,19,0
58,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40366,100,0,0,0,0,0,0,0,0,97.7294,0,0,2870423,0,119.928,0,0,0,2,0,6117290,65961.1,8706.59,38.1302,14.2187,19731.1,0.131996,119.928,3.343,0,latest,0,21678983,0,0,2,14,0
59,120,1,1,4,6,200,4,0.8,0,1,2,0,1,10000,0.1,4.40366,100,0,0,0,0,0,0,0,0,97.7294,0,0,2869677,0,119.923,0,0,0,0,0,6174546,65349.4,8635.15,37.923,14.1326,19554.8,0.132138,119.923,3.34186,0,latest,0,21586258,0,0,0,16,0
